id,user_id,action,entity_type,entity_id,previous_value,new_value,ip_address,reason,created_at
417,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 20:44:42.790
418,2.0,USER_CREATED,User,17.0,,"{""username"": ""Finance"", ""role"": ""finance_planning""}",127.0.0.1,,2026-09-02 20:46:07.010
419,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-02 20:46:20.947
420,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 20:46:24.673
421,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:00:58.067
422,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:01:10.093
423,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:01:14.850
424,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 21:11:21.507
425,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:11:29.860
426,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:19:32.310
427,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:21:20.103
428,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 21:23:21.790
429,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:23:33.853
430,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:23:45.347
431,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:23:53.543
432,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:29:05.110
433,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 21:30:31.270
434,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:30:40.157
435,3.0,PROCUREMENT_CREATED,Procurement,14.0,,"{""tender_number"": ""TB-2026-148"", ""title"": ""SUPPLY FOR CARS"", ""has_form_d"": false, ""has_form_e"": false, ""has_itt"": true, ""has_rfq"": false}",127.0.0.1,,2026-09-02 21:32:17.363
436,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,14.0,"{""status"": ""draft""}","{""status"": ""published""}",127.0.0.1,,2026-09-02 21:32:19.167
437,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,14.0,"{""status"": ""published""}","{""status"": ""submission_open""}",127.0.0.1,,2026-09-02 21:32:21.333
438,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:32:30.817
439,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 21:32:37.020
440,8.0,PAYMENT_PROOF_SUBMITTED,BidderPayment,12.0,,"{""procurement_id"": 14, ""bidder_id"": 2, ""reference"": ""Allen Machona"", ""amount"": 1000.0}",127.0.0.1,,2026-09-02 21:33:04.900
441,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 21:33:07.843
442,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 21:33:10.700
443,11.0,PAYMENT_PROOF_SUBMITTED,BidderPayment,13.0,,"{""procurement_id"": 14, ""bidder_id"": 5, ""reference"": ""Ref/78891"", ""amount"": 1000.0}",127.0.0.1,,2026-09-02 21:33:23.730
444,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 21:33:26.030
445,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:33:32.850
446,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:33:49.770
447,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:33:54.267
448,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 21:34:06.067
449,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:34:16.847
450,3.0,PAYMENT_APPROVED,BidderPayment,13.0,,"{""bidder_id"": 5, ""reference"": ""Ref/78891"", ""amount"": 1000.0, ""procurement_id"": 14}",127.0.0.1,,2026-09-02 21:34:27.127
451,3.0,DOCUMENT_ACCESS_GRANTED,BidderDocumentAccess,14.0,,"{""bidder_id"": 5, ""granted_by"": 3, ""documents"": [""ITT""]}",127.0.0.1,,2026-09-02 21:34:27.153
452,3.0,PAYMENT_APPROVED,BidderPayment,12.0,,"{""bidder_id"": 2, ""reference"": ""Allen Machona"", ""amount"": 1000.0, ""procurement_id"": 14}",127.0.0.1,,2026-09-02 21:34:35.560
453,3.0,DOCUMENT_ACCESS_GRANTED,BidderDocumentAccess,14.0,,"{""bidder_id"": 2, ""granted_by"": 3, ""documents"": [""ITT""]}",127.0.0.1,,2026-09-02 21:34:35.593
454,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:34:42.393
455,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 21:34:48.010
456,11.0,BID_SUBMITTED,Submission,21.0,,"{""envelope_type"": ""technical"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-C32B232C""}",127.0.0.1,,2026-09-02 21:35:06.890
457,11.0,BID_SUBMITTED,Submission,22.0,,"{""envelope_type"": ""financial"", ""hash"": ""9fa257038b25a00175a6559869212de3897fd1b097f0b274c841998136d25554"", ""receipt"": ""SUB-20260902-19F9D35A""}",127.0.0.1,,2026-09-02 21:35:06.940
458,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 21:35:09.317
459,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 21:35:15.757
460,8.0,BID_SUBMITTED,Submission,23.0,,"{""envelope_type"": ""technical"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-5ECFE0D7""}",127.0.0.1,,2026-09-02 21:35:34.263
461,8.0,BID_SUBMITTED,Submission,24.0,,"{""envelope_type"": ""financial"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-AF2D847F""}",127.0.0.1,,2026-09-02 21:35:34.357
462,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 21:35:36.940
463,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 21:35:43.843
464,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 21:36:17.607
465,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:37:47.687
466,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 21:48:04.687
467,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:02:51.500
468,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,14.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-02 22:07:18.310
469,3.0,EVALUATOR_ASSIGNMENT_CREATED,EvaluatorAssignment,3.0,,"{""procurement_id"": 14, ""evaluator_id"": 5, ""scope"": ""both""}",127.0.0.1,,2026-09-02 22:07:36.237
470,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:07:58.067
471,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-02 22:08:12.300
472,5.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 1}",127.0.0.1,,2026-09-02 22:08:17.383
473,5.0,EVALUATOR_FEEDBACK_SUBMITTED,EvaluatorFeedback,3.0,,"{""procurement_id"": 14, ""filename"": ""TB-2026-611_5_b281cba4_1_List_of_Registration_Codes_PPADB (1).pdf""}",127.0.0.1,,2026-09-02 22:10:43.110
474,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-02 22:10:58.897
475,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:11:04.300
476,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:11:27.023
477,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 22:11:32.467
478,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 22:11:42.057
479,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 22:11:46.117
480,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-02 22:12:03.467
481,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:12:18.250
482,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,14.0,"{""status"": ""closed""}","{""status"": ""under_evaluation""}",127.0.0.1,,2026-09-02 22:12:23.007
483,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:12:32.427
484,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 22:12:37.243
485,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 22:12:58.353
486,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:13:07.613
487,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:13:11.147
488,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 22:13:14.723
489,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 22:13:24.060
490,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:13:27.443
491,3.0,EVALUATOR_FEEDBACK_RELEASED,Procurement,14.0,,,127.0.0.1,Feedback enabled by Procurement user 3,2026-09-02 22:14:02.150
492,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:14:05.637
493,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:14:07.763
494,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:14:18.170
495,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 22:14:28.053
496,14.0,EVALUATOR_FEEDBACK_VIEWED,EvaluatorFeedback,3.0,,,127.0.0.1,Procurement user 14 viewed evaluator feedback,2026-09-02 22:15:01.693
497,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 22:17:05.377
498,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 22:17:15.257
499,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-02 22:19:05.543
500,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 22:19:09.023
501,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 22:19:41.043
502,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 22:19:43.450
503,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 22:22:33.257
504,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-02 22:22:55.773
505,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-02 22:26:47.910
506,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-02 22:29:00.427
507,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:29:06.757
508,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:33:15.160
509,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:36:02.327
510,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,14.0,"{""status"": ""award_published""}","{""status"": ""cooling_off""}",127.0.0.1,,2026-09-02 22:36:43.783
511,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:39:15.433
512,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:52:13.287
513,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:53:11.847
514,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 22:57:31.877
515,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 22:57:34.757
516,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 23:11:00.827
517,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 23:11:04.383
518,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 23:11:17.547
519,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 23:11:22.197
520,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 23:11:46.467
521,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 23:11:51.983
522,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 23:11:55.443
523,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 23:22:11.930
524,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 23:42:20.210
525,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 23:42:23.210
526,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-02 23:47:08.857
527,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-02 23:47:14.493
528,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 00:33:47.677
529,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 00:33:58.387
530,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 00:37:17.380
531,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 00:37:33.907
532,9.0,LOGIN_SUCCESS,User,9.0,,,127.0.0.1,,2026-09-03 00:37:50.423
533,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-03 00:38:25.760
534,9.0,LOGIN_SUCCESS,User,9.0,,,127.0.0.1,,2026-09-03 00:48:58.413
535,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-03 00:49:13.893
536,9.0,LOGIN_SUCCESS,User,9.0,,,127.0.0.1,,2026-09-03 00:49:15.787
537,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-03 00:49:19.087
538,9.0,LOGIN_SUCCESS,User,9.0,,,127.0.0.1,,2026-09-03 00:50:37.130
539,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-03 00:50:40.103
540,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 00:50:44.510
541,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 00:51:49.093
542,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 00:53:58.827
543,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 00:54:04.813
544,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 00:54:56.240
545,,LOGIN_FAILED,User,,,,127.0.0.1,bad credentials,2026-09-03 01:02:15.313
546,,LOGIN_FAILED,User,,,,127.0.0.1,bad credentials,2026-09-03 01:02:18.353
547,,LOGIN_FAILED,User,2.0,,,127.0.0.1,bad credentials,2026-09-03 01:02:40.603
548,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 01:04:43.917
549,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 01:04:46.807
550,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 01:17:43.587
551,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 01:17:52.023
552,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 01:20:13.903
553,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 01:20:16.997
554,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:20:22.340
555,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 01:27:41.587
556,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:33:15.500
557,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:35:04.330
558,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:35:28.310
559,3.0,SMARTSHARE_ACCESS_GRANTED,Procurement,14.0,,"{""recipient_id"": 5, ""folder"": ""Shared procurements""}",127.0.0.1,,2026-09-03 01:35:54.373
560,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 01:35:58.393
561,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-03 01:36:02.473
562,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-03 01:36:17.117
563,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:36:20.290
564,3.0,SMARTSHARE_ACCESS_REVOKED,Procurement,14.0,,"{""recipient_id"": 5}",127.0.0.1,,2026-09-03 01:36:27.153
565,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 01:37:01.423
566,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-03 01:37:05.550
567,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-03 01:37:14.710
568,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:37:52.427
569,3.0,SMARTSHARE_ACCESS_GRANTED,Procurement,11.0,,"{""recipient_id"": 5, ""folder"": ""Shared procurements""}",127.0.0.1,,2026-09-03 01:40:59.410
570,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 01:41:06.493
571,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-03 01:41:09.640
572,5.0,MESSAGE_READ,Notification,203.0,,,127.0.0.1,,2026-09-03 01:41:45.183
573,5.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 2}",127.0.0.1,,2026-09-03 01:41:48.673
574,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-03 01:42:22.230
575,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:42:25.367
576,3.0,SMARTSHARE_ACCESS_REVOKED,Procurement,11.0,,"{""recipient_id"": 5}",127.0.0.1,,2026-09-03 01:42:34.907
577,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 01:42:58.667
578,,LOGIN_FAILED,User,,,,127.0.0.1,bad credentials,2026-09-03 01:43:05.290
579,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 01:43:08.740
580,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 01:43:21.023
581,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:43:24.633
582,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 01:45:15.263
583,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-03 01:45:23.827
584,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:45:55.570
585,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-03 01:50:44.743
586,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:51:16.407
587,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:51:49.927
588,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:53:56.063
589,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:54:14.443
590,17.0,REPORT_EXPORT_EXCEL,Report,,,"{""report_type"": ""tender_register"", ""filters"": {""status"": null, ""category"": ""works"", ""method"": ""open_domestic""}}",127.0.0.1,,2026-09-03 01:58:55.253
591,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 01:59:38.823
592,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 02:00:19.227
593,17.0,MESSAGE_DIRECT_SENT,Message,1.0,,"{""recipient_count"": 2}",127.0.0.1,Direct message from user interface,2026-09-03 02:02:58.307
594,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 02:03:02.537
595,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 02:03:05.687
596,2.0,MESSAGE_READ,Message,1.0,,"{""reader_id"": 2}",127.0.0.1,,2026-09-03 02:03:09.047
597,2.0,MESSAGE_DIRECT_SENT,Message,2.0,,"{""recipient_count"": 1}",127.0.0.1,Thread reply,2026-09-03 02:03:15.387
598,2.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 13}",127.0.0.1,,2026-09-03 02:03:43.643
599,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 02:04:02.830
600,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 02:05:10.010
601,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 02:06:08.383
602,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 02:06:12.333
603,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 02:06:18.603
604,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 02:06:25.370
605,2.0,BIDDER_COMPLIANCE_REVIEWED,BidderComplianceDocument,7.0,,"{""decision"": ""approved"", ""user_id"": 15, ""bidder_id"": 10}",127.0.0.1,,2026-09-03 02:07:10.960
606,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""dark"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:07:34.323
607,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 02:07:37.420
608,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-03 02:07:40.613
609,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""light"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:07:47.577
610,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""blue"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:10:40.717
611,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""dark"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:10:46.023
612,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""light"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:10:48.607
613,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""light"", ""accent_color"": ""#d324eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:10:56.987
614,2.0,USER_SETTINGS_UPDATED,User,2.0,,"{""theme"": ""light"", ""accent_color"": ""#244beb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-03 02:11:05.530
615,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-03 02:11:34.560
616,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 02:11:46.423
617,3.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 2}",127.0.0.1,,2026-09-03 02:12:51.767
618,3.0,REQUEST_DE_UNDER_REVIEW,FormDERequest,1.0,,"{""status"": ""under_review""}",127.0.0.1,,2026-09-03 02:12:58.997
619,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 02:13:09.763
620,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 02:13:14.540
621,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 02:13:49.227
622,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 07:52:31.163
623,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 07:52:46.670
624,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 07:52:52.587
625,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 07:53:11.537
626,17.0,LOGIN_SUCCESS,User,17.0,,,127.0.0.1,,2026-09-03 07:58:19.410
627,17.0,MESSAGE_READ,Message,2.0,,"{""reader_id"": 17}",127.0.0.1,,2026-09-03 07:59:08.527
628,17.0,LOGOUT,User,17.0,,,127.0.0.1,,2026-09-03 08:00:19.083
629,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 08:00:26.520
630,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,12.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-03 08:01:19.527
631,3.0,EVALUATOR_ASSIGNMENT_CREATED,EvaluatorAssignment,4.0,,"{""procurement_id"": 12, ""evaluator_id"": 5, ""scope"": ""both""}",127.0.0.1,,2026-09-03 08:01:28.457
632,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 08:01:50.007
633,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-03 08:01:56.650
634,5.0,EVALUATOR_FEEDBACK_SUBMITTED,EvaluatorFeedback,4.0,,"{""procurement_id"": 12, ""filename"": ""tender_register_20260903_015856.xlsx""}",127.0.0.1,,2026-09-03 08:02:31.367
635,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-03 08:02:37.667
636,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 08:02:42.157
637,3.0,EVALUATOR_FEEDBACK_RELEASED,Procurement,12.0,,,127.0.0.1,Feedback enabled by Procurement user 3,2026-09-03 08:03:42.613
638,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 08:03:45.130
639,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-03 08:03:48.877
640,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-03 08:04:06.410
641,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 08:04:12.870
642,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,12.0,"{""status"": ""closed""}","{""status"": ""under_evaluation""}",127.0.0.1,,2026-09-03 08:04:22.600
643,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 08:04:24.907
644,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-03 08:04:27.710
645,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-03 08:06:12.213
646,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-03 08:06:31.837
647,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-03 08:07:38.353
648,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-03 08:07:42.370
649,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-03 08:08:13.347
650,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-03 08:08:36.360
651,8.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 10}",127.0.0.1,,2026-09-03 08:08:45.647
652,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-03 08:08:47.133
653,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-03 08:08:52.403
654,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,12.0,"{""status"": ""award_published""}","{""status"": ""cooling_off""}",127.0.0.1,,2026-09-03 08:09:01.823
655,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-03 08:09:11.517
